    1.8132	    0.5430     0.2491
    1.8152	    0.4510     0.2396
    1.8666	    1.0424     0.3427
    1.8678	    0.9544     0.3413
    1.8677	    1.1324     0.3578
    1.8696	    0.4048     0.1946
    1.8693	    0.4970     0.2124
    1.8693	    0.8649     0.3260
    1.8682	    1.2201     0.3666
    1.8690	    1.7590     0.2583
    1.8703	    0.5897     0.2383
    1.8700	    0.6829     0.2880
    1.8699	    0.7736     0.2826
    1.8701	    1.3091     0.3777
    1.8711	    1.5771     0.2943
    1.8709	    1.6678     0.2982
    1.8715	    1.3985     0.3551
    1.8719	    1.4871     0.3477
    1.9252	    0.4504     0.1744
    1.9252	    0.5434     0.1986
    1.9270	    0.6384     0.2333
    1.9273	    1.7145     0.2452
    1.9278	    0.7303     0.2751
    1.9271	    0.9993     0.3708
    1.9292	    0.8224     0.3069
    1.9285	    0.9116     0.3512
    1.9282	    1.0880     0.3880
    1.9284	    1.1754     0.3868
    1.9294	    1.6230     0.2545
    1.9299	    1.2626     0.3637
    1.9311	    1.5318     0.2898
    1.9315	    1.3513     0.3456
    1.9320	    1.4417     0.3228
    1.9777	    0.4017     0.1346
    1.9787	    0.4960     0.1553
    1.9819	    0.5899     0.1843
    1.9826	    1.7624     0.2010
    1.9842	    0.6851     0.2319
    1.9867	    0.7763     0.2608
    1.9857	    1.6697     0.2328
    1.9885	    1.5773     0.2526
    1.9888	    0.8679     0.3400
    1.9888	    0.9567     0.3776
    1.9882	    1.0428     0.3905
    1.9897	    1.1299     0.4096
    1.9904	    1.2173     0.3903
    1.9912	    1.4858     0.2855
    1.9911	    1.3052     0.3625
    1.9922	    1.3951     0.3241
    2.0315	    0.4473     0.1155
    2.0346	    0.5421     0.1486
    2.0385	    0.6366     0.1797
    2.0389	    1.7177     0.1822
    2.0423	    0.7300     0.2280
    2.0434	    1.6250     0.2067
    2.0472	    0.8239     0.2952
    2.0478	    1.5326     0.2380
    2.0496	    0.9136     0.3613
    2.0491	    1.0002     0.4057
    2.0515	    1.3486     0.3188
    2.0506	    1.4410     0.2827
    2.0512	    1.0878     0.4250
    2.0522	    1.1731     0.4129
    2.0525	    1.2597     0.3735
    2.0811	    0.3970     0.0807
    2.0851	    0.4920     0.1028
    2.0899	    0.5872     0.1419
    2.0906	    1.7667     0.1473
    2.0959	    0.6810     0.1740
    2.0956	    1.6729     0.1636
    2.1014	    0.7747     0.2235
    2.1014	    1.5801     0.1841
    2.1078	    0.8683     0.2997
    2.1099	    1.3952     0.2670
    2.1106	    0.9573     0.3734
    2.1116	    1.3029     0.3140
    2.1117	    1.0425     0.4250
    2.1141	    1.2142     0.3940
    2.1134	    1.1289     0.4651
    2.1314	    0.4418     0.0875
    2.1378	    0.5368     0.0925
    2.1447	    1.7228     0.1224
    2.1463	    0.6326     0.1405
    2.1525	    1.6291     0.1473
    2.1538	    0.7264     0.1711
    2.1586	    1.5353     0.1731
    2.1623	    0.8215     0.2300
    2.1645	    1.4425     0.2078
    2.1686	    1.3483     0.2578
    2.1692	    0.9130     0.3177
    2.1729	    1.0002     0.4099
    2.1739	    1.2568     0.3278
    2.1776	    0.3903     0.0616
    2.1755	    1.0866     0.4682
    2.1760	    1.1699     0.4139
    2.1866	    0.4854     0.0730
    2.1927	    1.7733     0.1018
    2.1937	    0.5803     0.1037
    2.2000	    1.6792     0.1192
    2.2033	    0.6750     0.1328
    2.2085	    1.5854     0.1232
    2.2121	    0.7696     0.1535
    2.2159	    1.4916     0.1585
    2.2227	    0.8643     0.2231
    2.2228	    1.3978     0.1931
    2.2281	    1.3036     0.2388
    2.2307	    0.4333     0.0643
    2.2317	    0.9562     0.3289
    2.2358	    1.2113     0.3330
    2.2361	    1.0421     0.4393
    2.2393	    0.5282     0.0672
    2.2388	    1.1257     0.4696
    2.2475	    1.7305     0.0953
    2.2500	    0.6237     0.1093
    2.2565	    1.6362     0.1047
    2.2595	    0.7178     0.1331
    2.2715	    0.8140     0.1541
    2.2746	    0.3799     0.0565
    2.2726	    1.4483     0.1482
    2.2800	    1.3527     0.1692
    2.2840	    0.4754     0.0724
    2.2839	    0.9078     0.2172
    2.2892	    1.2582     0.2376
    2.2940	    1.7826     0.0822
    2.2943	    0.5701     0.0861
    2.2960	    0.9995     0.3443
    2.2995	    1.1665     0.3306
    2.3022	    1.6878     0.0939
    2.3018	    1.0838     0.5081
    2.3061	    0.6654     0.1127
    2.3108	    1.5932     0.1071
    2.3170	    0.7595     0.1090
    2.3205	    1.4986     0.1162
    2.3297	    1.4047     0.1484
    2.3303	    0.8546     0.1545
    2.3451	    0.9481     0.2071
    2.3501	    1.2155     0.2192
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































