#def config x y xi
1.8187	    1.6597		0.3856
1.8738	    1.0907		0.3894
1.8741	    0.6033		0.4072
1.8743	    0.7659		0.3987
1.8740	    0.9283		0.3939
1.8742	    1.2532		0.3827
1.8749	    1.4157		0.3863
1.8758	    1.5782		0.3950
1.8769	    1.7407		0.3924
1.9317	    0.8471		0.3909
1.9315	    1.0096		0.3924
1.9314	    1.1719		0.3875
1.9318	    1.3344		0.3842
1.9321	    0.6846		0.4018
1.9329	    1.4967		0.3873
1.9340	    1.6591		0.3958
1.9897	    0.7664		0.3921
1.9890	    1.0908		0.3930
1.9891	    1.2531		0.3898
1.9902	    0.6040		0.3905
1.9894	    0.9286		0.3938
1.9900	    1.4152		0.3932
1.9913	    1.5776		0.3925
1.9925	    1.7401		0.3910
2.0474	    0.6853		0.3797
2.0470	    0.8477		0.3813
2.0469	    1.0099		0.3905
2.0468	    1.1718		0.3957
2.0471	    1.3339		0.3928
2.0482	    1.4960		0.3850
2.0493	    1.6583		0.3849
2.1044	    0.6047		0.3626
2.1044	    0.7672		0.3735
2.1046	    0.9292		0.3914
2.1049	    1.0909		0.4067
2.1049	    1.2527		0.4089
2.1055	    1.4145		0.3913
2.1061	    1.5767		0.3787
2.1072	    1.7392		0.3710
2.1603	    0.6863		0.3401
2.1614	    0.8485		0.3655
2.1627	    1.0104		0.3974
2.1631	    1.4950		0.3741
2.1631	    1.6573		0.3595
2.1634	    1.1718		0.4192
2.1634	    1.3331		0.4024
2.2144	    0.6058		0.2988
2.2165	    0.7679		0.3309
2.2186	    1.7382		0.3271
2.2193	    1.5758		0.3483
2.2194	    0.9299		0.3713
2.2211	    1.4136		0.3787
2.2221	    1.0912		0.4227
2.2224	    1.2521		0.4264
2.2687	    0.6864		0.2859
2.2731	    1.6570		0.3058
2.2732	    0.8483		0.3262
2.2759	    1.4946		0.3415
2.2788	    1.0105		0.3859
2.2803	    1.3323		0.3947
2.2825	    1.1715		0.4448
2.3181	    0.6051		0.2352
2.3238	    0.7666		0.2763
2.3250	    1.7386		0.2653
2.3285	    1.5764		0.3018
2.3312	    0.9287		0.3286
2.3340	    1.4141		0.3442
2.3409	    1.0911		0.4046
2.3419	    1.2514		0.4099
2.3715	    0.6839		0.2401
2.3783	    1.6588		0.2663
2.3801	    0.8453		0.2864
2.3849	    1.4967		0.3086
2.3913	    1.0076		0.3500
2.3938	    1.3341		0.3574
#2.4401	    1.0856		0.4934
#2.4412	    1.2554		0.4642
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
